Average_trafic_rate_src_dest,Absolute_num_packets_sent,Absolute_num_packets_dropped,Average_perpacket_delay,Average_neperian_logarithm,Percentile_10_per_packet,Percentile_20_per_packet,Percentile_50_per_packet,Percentile_80_per_packet,Percentile_90_per_packet,jitter,global_packets,global_losses,global_delay
1.35601,1.3578,1.5e-05,0.550478,-0.809889,0.146787,0.26897,0.502946,0.776113,0.971749,0.109825,141.26,2.36325,0.649219
1.30695,1.31286,0,0.250651,-1.76112,0.03,0.069068,0.186681,0.37834,0.514994,0.042464,161.545,9.82291,1.97028
1.45402,1.45322,0,0.193694,-2.0118,0.03,0.03,0.169999,0.298385,0.389508,0.023713,161.545,9.82291,1.97028
1.4186,1.42046,0.301553,6.30798,1.83615,5.4761,5.77768,6.32796,6.84553,7.11731,0.428239,161.545,9.82291,1.97028
1.53542,1.53703,0.33001,6.35215,1.84306,5.52021,5.82579,6.3746,6.90046,7.16879,0.435686,161.545,9.82291,1.97028
1.61005,1.61269,0,0.250498,-1.67752,0.042,0.06758,0.238,0.371234,0.466303,0.029249,161.545,9.82291,1.97028
1.58202,1.57859,0.071846,5.33712,1.35851,1.09545,1.85231,4.59039,8.42821,10.5816,14.5191,161.545,9.82291,1.97028
0.406324,0.405449,0.002421,0.721946,-0.586905,0.204069,0.339999,0.591051,1.09098,1.42637,0.243705,161.545,9.82291,1.97028
1.58429,1.57984,0.336811,6.35834,1.84398,5.52705,5.82712,6.3766,6.90923,7.18048,0.440114,161.545,9.82291,1.97028
0.723336,0.720948,0.15556,6.58915,1.87959,5.70592,6.03126,6.59932,7.16437,7.4603,0.485431,161.545,9.82291,1.97028
0.168623,0.166236,0,0.401107,-1.06316,0.141138,0.206472,0.418016,0.577333,0.644275,0.036416,161.545,9.82291,1.97028
1.29886,1.29757,0,0.148274,-2.25473,0.03,0.03,0.169999,0.201399,0.294808,0.01198,157.444,5.76839,1.97182
1.44407,1.44568,0,0.21992,-1.92852,0.03,0.03,0.169999,0.330961,0.465831,0.037844,157.444,5.76839,1.97182
0.641514,0.640973,0.039127,6.13995,1.74351,3.59822,4.69179,6.47084,7.63661,8.16308,3.28752,157.444,5.76839,1.97182
1.54706,1.55116,0.096,6.21267,1.76038,3.678,4.79888,6.53681,7.68808,8.21129,3.22711,157.444,5.76839,1.97182
1.12382,1.12425,0,0.276374,-1.60921,0.042,0.074492,0.238,0.400393,0.539428,0.043556,157.444,5.76839,1.97182
0.894797,0.895398,0,0.535004,-0.782301,0.190168,0.276072,0.516885,0.731375,0.891806,0.079361,157.444,5.76839,1.97182
0.523771,0.525924,0.006783,0.78114,-0.498714,0.215814,0.342212,0.682504,1.20825,1.49892,0.241855,157.444,5.76839,1.97182
1.48623,1.49294,0.091377,6.2037,1.75852,3.67694,4.78317,6.52867,7.66632,8.19138,3.21083,157.444,5.76839,1.97182
0.991781,0.994275,0.061066,6.42554,1.79871,3.86341,4.9841,6.74006,7.91061,8.47485,3.33443,157.444,5.76839,1.97182
0.500291,0.500822,0.006225,0.836517,-0.401337,0.245735,0.408,0.744134,1.26304,1.5523,0.248492,157.444,5.76839,1.97182
0.783896,0.783297,0,0.153,-2.16043,0.03,0.03,0.169999,0.226099,0.290356,0.009348,154.328,3.51567,1.80626
0.538393,0.536856,0,0.181116,-2.13643,0.03,0.03,0.169999,0.259538,0.364348,0.029237,154.328,3.51567,1.80626
0.985584,0.9858,0.010801,3.94577,0.990295,0.619819,1.26931,3.60187,6.5768,7.79154,7.19487,154.328,3.51567,1.80626
0.898117,0.898657,0,0.266227,-1.48875,0.08423,0.132813,0.262997,0.378415,0.430144,0.018742,154.328,3.51567,1.80626
1.33456,1.33692,0,0.198676,-1.88644,0.042,0.042,0.238,0.289871,0.358207,0.015078,154.328,3.51567,1.80626
1.08747,1.08759,0.24049,9.77039,2.24618,7.00856,8.0098,9.80677,11.5718,12.5626,5.1948,154.328,3.51567,1.80626
0.984261,0.985569,0.215913,8.80878,2.14091,6.31004,7.30675,8.92696,10.4396,11.2195,4.03583,154.328,3.51567,1.80626
1.02334,1.02562,0.011042,4.00372,1.0309,0.670478,1.33618,3.66999,6.63041,7.84454,7.18376,154.328,3.51567,1.80626
1.0059,1.00297,0.010637,4.20992,1.14352,0.88744,1.55048,3.87112,6.84127,8.06668,7.20035,154.328,3.51567,1.80626
0.727936,0.725833,0.173333,8.94579,2.15738,6.39591,7.38492,9.05168,10.6198,11.4115,4.17527,154.328,3.51567,1.80626
0.276058,0.275522,0,0.107746,-2.56439,0.03,0.03,0.169999,0.169999,0.169999,0.005703,54.9705,0,0.218848
0.375384,0.37458,0,0.11395,-2.51302,0.03,0.03,0.169999,0.169999,0.169999,0.006587,54.9705,0,0.218848
0.181399,0.181296,0,0.142402,-2.29579,0.03,0.03,0.169999,0.188066,0.276133,0.011349,54.9705,0,0.218848
0.122568,0.12265,0,0.185553,-1.99558,0.042,0.042,0.238,0.26367,0.339257,0.0162,54.9705,0,0.218848
0.466639,0.469278,0,0.158685,-2.15891,0.042,0.042,0.238,0.238,0.259902,0.011564,54.9705,0,0.218848
0.403534,0.401472,0,0.310965,-1.4333,0.072,0.072,0.408,0.459711,0.543788,0.036439,54.9705,0,0.218848
0.150739,0.15346,0,0.238884,-1.74361,0.06,0.06,0.339999,0.339999,0.431077,0.026514,54.9705,0,0.218848
0.169899,0.169219,0,0.189324,-1.98001,0.042,0.042,0.238,0.262178,0.351389,0.017216,54.9705,0,0.218848
0.153537,0.151516,0,0.296403,-1.48323,0.072,0.072,0.408,0.435896,0.516178,0.032614,54.9705,0,0.218848
0.186223,0.185419,0,0.291871,-1.5108,0.072,0.072,0.408,0.423098,0.509668,0.033916,54.9705,0,0.218848
0.797335,0.798301,0,0.140529,-2.30191,0.03,0.03,0.169999,0.190823,0.276499,0.010244,120.582,0.030252,0.521064
0.947992,0.947218,0,0.138609,-2.33383,0.03,0.03,0.169999,0.180649,0.269551,0.011202,120.582,0.030252,0.521064
0.62011,0.618531,0,0.178285,-1.98348,0.03,0.057082,0.169999,0.27084,0.321731,0.012283,120.582,0.030252,0.521064
0.761727,0.759071,0.000459,0.460263,-1.18406,0.046177,0.159311,0.334055,0.709279,1.00316,0.167745,120.582,0.030252,0.521064
0.158291,0.159053,0,0.189974,-1.96312,0.042,0.042,0.238,0.266895,0.343374,0.01661,120.582,0.030252,0.521064
0.481615,0.481132,0.000371,0.610819,-0.778765,0.115851,0.247651,0.515782,0.891229,1.18038,0.195745,120.582,0.030252,0.521064
0.161827,0.162335,0,0.669573,-0.709047,0.147292,0.298353,0.535755,0.987752,1.32856,0.26877,120.582,0.030252,0.521064
0.8037,0.804449,0.000574,0.476594,-1.12628,0.06044,0.183125,0.353863,0.725253,1.02422,0.169854,120.582,0.030252,0.521064
1.17345,1.17645,0.000813,0.755924,-0.526743,0.205777,0.379712,0.646363,1.10509,1.42746,0.254439,120.582,0.030252,0.521064
0.214756,0.212861,0,0.742967,-0.557774,0.196208,0.356469,0.616303,1.07965,1.41937,0.278303,120.582,0.030252,0.521064
0.970072,0.965499,0,0.207147,-1.93659,0.03,0.034209,0.169999,0.317411,0.418808,0.026107,191.605,26.9333,1.18663
1.22241,1.21875,0,0.183539,-2.05248,0.03,0.03,0.169999,0.28281,0.361338,0.019698,191.605,26.9333,1.18663
1.33299,1.33358,0.326063,1.48412,0.349381,0.987897,1.18776,1.50588,1.81051,1.95617,0.146419,191.605,26.9333,1.18663
0.462989,0.469142,0.117085,1.54125,0.391393,1.04319,1.23355,1.56872,1.86764,2.01254,0.15046,191.605,26.9333,1.18663
0.453851,0.458425,0,0.255053,-1.63396,0.042,0.086636,0.238,0.377088,0.466233,0.027392,191.605,26.9333,1.18663
0.743863,0.747779,0.180963,1.87025,0.585508,1.25225,1.47193,1.86662,2.26843,2.49112,0.247336,191.605,26.9333,1.18663
1.34594,1.34515,0.129024,1.38253,0.206958,0.609701,0.88367,1.41158,1.8639,2.07508,0.307886,191.605,26.9333,1.18663
1.17243,1.17457,0.290951,1.53067,0.379672,1.00804,1.21429,1.5564,1.86902,2.02253,0.16135,191.605,26.9333,1.18663
0.669941,0.674876,0.164324,1.6424,0.454566,1.10546,1.31018,1.66598,1.9887,2.15022,0.17375,191.605,26.9333,1.18663
1.77096,1.77349,0.168178,1.46514,0.278725,0.683158,0.956705,1.49618,1.95015,2.17101,0.318594,191.605,26.9333,1.18663
0.332477,0.332144,0,0.116866,-2.49128,0.03,0.03,0.169999,0.169999,0.181568,0.007162,45.7961,0,0.208566
0.227883,0.228115,0,0.108615,-2.55793,0.03,0.03,0.169999,0.169999,0.169999,0.005856,45.7961,0,0.208566
0.364015,0.363277,0,0.126428,-2.41199,0.03,0.03,0.169999,0.169999,0.222065,0.008449,45.7961,0,0.208566
0.155384,0.155667,0,0.165718,-2.10512,0.042,0.042,0.238,0.238,0.288056,0.012022,45.7961,0,0.208566
0.080508,0.081357,0,0.152753,-2.20444,0.042,0.042,0.21013,0.238,0.238,0.011181,45.7961,0,0.208566
0.119896,0.119855,0,0.394913,-1.19497,0.09,0.09,0.51,0.581126,0.665403,0.059577,45.7961,0,0.208566
0.314566,0.316375,0,0.267735,-1.63273,0.06,0.06,0.339999,0.366656,0.477794,0.035368,45.7961,0,0.208566
0.15073,0.149588,0,0.171644,-2.07722,0.042,0.042,0.238,0.238,0.298968,0.013503,45.7961,0,0.208566
0.076378,0.077227,0,0.280892,-1.56696,0.072,0.072,0.384724,0.409925,0.499362,0.033998,45.7961,0,0.208566
0.268581,0.269906,0,0.301341,-1.48172,0.072,0.072,0.408,0.430828,0.525022,0.036533,45.7961,0,0.208566
0.449311,0.446673,0,0.203009,-1.95185,0.03,0.033176,0.169999,0.310374,0.402964,0.024723,161.763,9.50375,1.63722
1.12442,1.122,0,0.254173,-1.75349,0.03,0.067672,0.188007,0.385516,0.527645,0.043773,161.763,9.50375,1.63722
1.49973,1.49536,0.071617,2.07739,0.539046,0.637934,1.12238,2.19971,2.97299,3.27851,0.938456,161.763,9.50375,1.63722
1.50127,1.49804,0.069193,2.13658,0.584747,0.697975,1.18157,2.25492,3.03688,3.33526,0.943747,161.763,9.50375,1.63722
0.795821,0.799634,0,0.313009,-1.45771,0.042306,0.111334,0.264149,0.457139,0.601118,0.049535,161.763,9.50375,1.63722
0.982678,0.98598,0.208338,4.56777,1.49095,3.29489,3.73991,4.55689,5.40178,5.85333,1.0549,161.763,9.50375,1.63722
0.797641,0.800248,0.168499,4.2645,1.41884,3.0389,3.46833,4.2635,5.0677,5.51505,0.992254,161.763,9.50375,1.63722
0.370037,0.370456,0.016809,2.13551,0.581935,0.687513,1.17295,2.26586,3.0375,3.34905,0.951996,161.763,9.50375,1.63722
0.734262,0.733464,0.034202,2.45292,0.76539,0.972383,1.46959,2.55153,3.36289,3.71327,1.071,161.763,9.50375,1.63722
1.08137,1.08854,0.228389,4.32829,1.43503,3.09324,3.52967,4.32725,5.13662,5.57561,0.991249,161.763,9.50375,1.63722
0.705144,0.706629,0,0.14501,-2.3146,0.03,0.03,0.169999,0.183951,0.284775,0.015192,88.3702,0,0.281609
0.140226,0.140013,0,0.131704,-2.39512,0.03,0.03,0.169999,0.169999,0.237765,0.011,88.3702,0,0.281609
0.619911,0.61858,0,0.185192,-2.08046,0.03,0.03,0.169999,0.279056,0.371202,0.025208,88.3702,0,0.281609
0.423297,0.422853,0,0.229165,-1.80594,0.042,0.042,0.238,0.337047,0.432099,0.029533,88.3702,0,0.281609
0.616548,0.617918,0,0.168598,-2.07505,0.042,0.042,0.238,0.239269,0.290589,0.011833,88.3702,0,0.281609
0.509127,0.508008,0,0.519465,-0.872613,0.106196,0.21877,0.51,0.737482,0.889738,0.088831,88.3702,0,0.281609
0.543462,0.543597,0,0.328853,-1.3752,0.06,0.095763,0.339999,0.482298,0.589239,0.042435,88.3702,0,0.281609
0.478398,0.475947,0,0.240196,-1.74202,0.042,0.050802,0.238,0.351039,0.446731,0.030506,88.3702,0,0.281609
0.277574,0.277381,0,0.396819,-1.17457,0.072,0.139736,0.408,0.574628,0.711715,0.062533,88.3702,0,0.281609
0.105643,0.105527,0,0.397351,-1.17115,0.072,0.137587,0.408,0.567353,0.691845,0.059345,88.3702,0,0.281609
0.694038,0.692179,0,0.161692,-2.13845,0.03,0.03,0.169999,0.24291,0.310367,0.012555,179.32,10.2771,1.01011
1.42171,1.41999,5.3e-05,0.304602,-1.68904,0.03,0.05532,0.185865,0.466352,0.692477,0.098471,179.32,10.2771,1.01011
0.343439,0.340415,0,0.18658,-1.88454,0.044108,0.082404,0.181662,0.277906,0.320589,0.01043,179.32,10.2771,1.01011
0.587423,0.585432,0,0.256504,-1.53307,0.074757,0.12679,0.256127,0.370567,0.417869,0.016986,179.32,10.2771,1.01011
1.66932,1.6697,8e-05,0.374983,-1.35736,0.042,0.118307,0.279017,0.552698,0.786317,0.107271,179.32,10.2771,1.01011
0.914213,0.911039,0,0.614303,-0.61618,0.240784,0.330134,0.628478,0.832123,0.960356,0.080242,179.32,10.2771,1.01011
0.406017,0.404158,0,0.369967,-1.16146,0.113914,0.179576,0.377497,0.517724,0.607181,0.035282,179.32,10.2771,1.01011
0.998929,1.00075,0.016445,1.54331,-0.172558,0.187775,0.283963,0.969551,2.58018,3.69229,2.68912,179.32,10.2771,1.01011
0.303286,0.305352,0,0.406472,-1.03845,0.155313,0.212987,0.423935,0.584129,0.647086,0.035802,179.32,10.2771,1.01011
1.03825,1.03641,0.276056,2.94921,0.951022,1.29735,1.81352,2.82334,3.99908,4.72034,1.87957,179.32,10.2771,1.01011
0.137687,0.137228,0,0.127353,-2.40395,0.03,0.03,0.169999,0.169999,0.232655,0.008326,65.1776,0,0.235471
0.522713,0.525924,0,0.120845,-2.45771,0.03,0.03,0.169999,0.169999,0.198394,0.007629,65.1776,0,0.235471
0.237523,0.234675,0,0.148512,-2.25152,0.03,0.03,0.169999,0.201413,0.293255,0.011954,65.1776,0,0.235471
0.195306,0.196013,0,0.19476,-1.94421,0.042,0.042,0.238,0.281347,0.360602,0.0176,65.1776,0,0.235471
0.563721,0.566798,0,0.166868,-2.10577,0.042,0.042,0.238,0.238,0.285476,0.012635,65.1776,0,0.235471
0.358473,0.358416,0,0.324547,-1.39303,0.072,0.075657,0.408,0.482979,0.566604,0.040975,65.1776,0,0.235471
0.440835,0.442211,0,0.268724,-1.57259,0.06,0.063408,0.339999,0.403327,0.476297,0.026315,65.1776,0,0.235471
0.086187,0.084313,0,0.199233,-1.91361,0.042,0.042,0.238,0.284191,0.373029,0.017464,65.1776,0,0.235471
0.575929,0.576273,0,0.333119,-1.35707,0.072,0.08257,0.408,0.491902,0.571563,0.041094,65.1776,0,0.235471
0.415456,0.414825,0,0.378911,-1.24859,0.072,0.10046,0.408,0.536303,0.663689,0.065486,65.1776,0,0.235471
0.315654,0.317081,0,0.116292,-2.49199,0.03,0.03,0.169999,0.169999,0.178858,0.006901,43.2349,0,0.21302
0.139962,0.13845,0,0.115019,-2.49841,0.03,0.03,0.169999,0.169999,0.169999,0.006527,43.2349,0,0.21302
0.042412,0.042398,0,0.121534,-2.4485,0.03,0.03,0.169999,0.169999,0.193902,0.007681,43.2349,0,0.21302
0.224217,0.221069,0,0.164354,-2.11979,0.042,0.042,0.238,0.238,0.270926,0.012052,43.2349,0,0.21302
0.22767,0.225767,0,0.159932,-2.15021,0.042,0.042,0.238,0.238,0.256229,0.011619,43.2349,0,0.21302
0.384911,0.386086,0,0.364026,-1.28283,0.09,0.09,0.51,0.529372,0.625611,0.050382,43.2349,0,0.21302
0.266018,0.266466,0,0.242707,-1.71187,0.06,0.06,0.339999,0.339999,0.419535,0.024533,43.2349,0,0.21302
0.232841,0.234702,0,0.163834,-2.12391,0.042,0.042,0.238,0.238,0.271631,0.012189,43.2349,0,0.21302
0.09824,0.097611,0,0.271754,-1.59961,0.072,0.072,0.408,0.408,0.45304,0.030838,43.2349,0,0.21302
0.298644,0.297791,0,0.289502,-1.5198,0.072,0.072,0.408,0.409714,0.491649,0.032635,43.2349,0,0.21302
0.650914,0.652325,0,0.150907,-2.23832,0.03,0.03,0.169999,0.214563,0.299989,0.012356,190.613,21.6205,1.98677
1.79446,1.80298,0,0.281567,-1.66106,0.03,0.090632,0.208333,0.429894,0.587786,0.056549,190.613,21.6205,1.98677
0.852755,0.852131,0.185368,3.05488,1.09979,2.40236,2.64834,3.08455,3.48659,3.68416,0.269866,190.613,21.6205,1.98677
1.3044,1.30155,0.281356,3.12135,1.12209,2.46159,2.71339,3.15382,3.54959,3.75208,0.271648,190.613,21.6205,1.98677
1.17738,1.1794,0,0.333589,-1.41154,0.042,0.120955,0.275347,0.491214,0.650094,0.061957,190.613,21.6205,1.98677
0.294831,0.294437,0.064282,3.43857,1.21795,2.67474,2.96334,3.45045,3.9216,4.18674,0.361651,190.613,21.6205,1.98677
0.234881,0.232073,0.055465,3.25306,1.16624,2.59661,2.84091,3.26674,3.67552,3.88057,0.262451,190.613,21.6205,1.98677
0.707852,0.704379,0.152538,3.11819,1.12088,2.4539,2.71597,3.15072,3.55284,3.74534,0.272711,190.613,21.6205,1.98677
1.11717,1.12467,0.245251,3.74364,1.25785,2.71867,2.98761,3.46645,3.94853,4.21708,3.93732,190.613,21.6205,1.98677
1.17995,1.18372,0.286046,3.36907,1.20154,2.70427,2.94554,3.38179,3.8081,4.0252,0.275016,190.613,21.6205,1.98677
0.110323,0.111295,0,0.117679,-2.47418,0.03,0.03,0.169999,0.169999,0.192475,0.006808,97.3166,4.9e-05,0.289371
0.886814,0.882231,0,0.173036,-2.15862,0.03,0.03,0.169999,0.246913,0.343325,0.023647,97.3166,4.9e-05,0.289371
0.413212,0.418003,0,0.149735,-2.16805,0.03,0.036304,0.169999,0.221563,0.282085,0.00842,97.3166,4.9e-05,0.289371
0.791759,0.794519,0,0.376145,-1.43551,0.042,0.082915,0.249133,0.546044,0.839763,0.149873,97.3166,4.9e-05,0.289371
0.862591,0.86398,0,0.223984,-1.82154,0.042,0.042,0.238,0.317499,0.412263,0.028168,97.3166,4.9e-05,0.289371
0.550544,0.550353,0,0.357529,-1.23671,0.081198,0.142091,0.408,0.533179,0.594182,0.038549,97.3166,4.9e-05,0.289371
0.382008,0.383657,0,0.313091,-1.43848,0.06,0.077305,0.339999,0.468893,0.569281,0.040583,97.3166,4.9e-05,0.289371
0.819184,0.820086,0,0.379872,-1.40932,0.042,0.094319,0.257036,0.546029,0.829275,0.150395,97.3166,4.9e-05,0.289371
0.153232,0.155263,0,0.36809,-1.21675,0.084299,0.147466,0.408,0.542652,0.62524,0.045577,97.3166,4.9e-05,0.289371
0.136178,0.134755,0,0.366366,-1.25398,0.072,0.113998,0.408,0.539619,0.636569,0.049323,97.3166,4.9e-05,0.289371
1.02337,1.02011,0,0.144541,-2.28537,0.03,0.03,0.169999,0.19349,0.285511,0.011698,102.696,0.001002,0.365657
0.210445,0.208795,0,0.129751,-2.38738,0.03,0.03,0.169999,0.169999,0.237888,0.008937,102.696,0.001002,0.365657
0.996575,0.994986,0,0.179096,-1.99716,0.03,0.052343,0.169999,0.271922,0.325465,0.013546,102.696,0.001002,0.365657
0.300948,0.302708,7e-05,0.392591,-1.34754,0.042,0.11085,0.280914,0.59477,0.841139,0.126455,102.696,0.001002,0.365657
0.934033,0.935092,0,0.181004,-2.00913,0.042,0.042,0.238,0.255047,0.317076,0.014347,102.696,0.001002,0.365657
0.307036,0.305435,0,0.447522,-0.985516,0.125388,0.201027,0.51,0.660928,0.731602,0.052691,102.696,0.001002,0.365657
0.118481,0.11773,0,0.285855,-1.48543,0.06,0.089785,0.339999,0.43546,0.493492,0.026903,102.696,0.001002,0.365657
0.649438,0.64897,7e-05,0.395262,-1.32262,0.042,0.124822,0.289604,0.589447,0.837659,0.122667,102.696,0.001002,0.365657
0.211692,0.210571,1.7e-05,0.557706,-0.871604,0.098043,0.214423,0.475352,0.813534,1.07397,0.161798,102.696,0.001002,0.365657
0.595607,0.594388,0,0.448796,-1.06798,0.072,0.164285,0.408,0.637568,0.818411,0.090657,102.696,0.001002,0.365657
1.10845,1.1131,0,0.242468,-1.80614,0.03,0.057058,0.177337,0.357708,0.500835,0.043267,177.254,13.8085,1.68607
1.67885,1.6812,0,0.276923,-1.61379,0.03,0.109336,0.229031,0.431181,0.546151,0.040825,177.254,13.8085,1.68607
0.713715,0.710064,0.223097,2.0308,0.656061,1.28743,1.5373,2.01642,2.51668,2.80518,0.363194,177.254,13.8085,1.68607
1.65587,1.65343,0.52207,2.08107,0.682272,1.32578,1.58313,2.06738,2.57307,2.85658,0.370297,177.254,13.8085,1.68607
1.44743,1.44334,0.000995,0.465047,-1.10327,0.085796,0.193873,0.358615,0.699804,0.971551,0.141503,177.254,13.8085,1.68607
1.18303,1.18082,0.371861,2.25981,0.769525,1.47247,1.73751,2.24269,2.78127,3.07414,0.402891,177.254,13.8085,1.68607
1.14023,1.13995,0.252182,3.80993,1.31515,2.88342,3.20835,3.81418,4.42119,4.75725,0.573859,177.254,13.8085,1.68607
1.45863,1.46411,0.461219,2.09715,0.690625,1.34161,1.60061,2.08157,2.59064,2.8774,0.371305,177.254,13.8085,1.68607
0.283077,0.284414,0,0.923951,-0.220809,0.396613,0.532151,0.84689,1.2695,1.55255,0.229283,177.254,13.8085,1.68607
1.51913,1.5201,0.336869,3.8993,1.33911,2.95926,3.29287,3.90357,4.5177,4.84816,0.582292,177.254,13.8085,1.68607
0.24422,0.243201,0,0.157499,-2.11492,0.03,0.040776,0.169999,0.234351,0.295499,0.009297,145.338,1.30546,1.08543
0.325512,0.32386,0,0.178252,-2.11351,0.03,0.03,0.169999,0.263813,0.352898,0.023346,145.338,1.30546,1.08543
0.368715,0.367782,0,0.251074,-1.60602,0.065398,0.12348,0.222334,0.344039,0.44575,0.026278,145.338,1.30546,1.08543
1.20104,1.19681,0,0.303238,-1.38705,0.090835,0.147958,0.286107,0.418235,0.515093,0.031576,145.338,1.30546,1.08543
0.843347,0.844687,0,0.203793,-1.83874,0.042,0.06041,0.238,0.299537,0.366305,0.014645,145.338,1.30546,1.08543
0.725087,0.729452,0,0.526976,-0.775557,0.206409,0.273114,0.55564,0.745464,0.827785,0.059486,145.338,1.30546,1.08543
0.781622,0.781064,0,0.377191,-1.13014,0.127199,0.191808,0.383579,0.528879,0.611077,0.034204,145.338,1.30546,1.08543
0.639249,0.637855,0.008242,2.08126,0.241323,0.248609,0.482041,1.58309,3.53812,4.73869,3.18288,145.338,1.30546,1.08543
1.15345,1.15594,0,0.489144,-0.857648,0.184488,0.259436,0.490443,0.669557,0.779589,0.056783,145.338,1.30546,1.08543
1.09683,1.09616,0.025921,2.39988,0.631682,0.607628,1.00354,2.28129,3.70609,4.36465,1.991,145.338,1.30546,1.08543
0.752508,0.751272,0,0.154674,-2.21046,0.03,0.03,0.169999,0.223688,0.307031,0.012841,137.49,1.72509,0.750278
0.729749,0.730718,0,0.168684,-2.12986,0.03,0.03,0.169999,0.2556,0.330223,0.016099,137.49,1.72509,0.750278
1.25634,1.25744,0.168371,2.92827,1.03014,1.97459,2.38622,3.00855,3.52164,3.77567,0.530299,137.49,1.72509,0.750278
1.33254,1.33293,0.18,2.99459,1.05525,2.03726,2.43727,3.07453,3.59769,3.84981,0.538479,137.49,1.72509,0.750278
0.743909,0.743401,0,0.222501,-1.78855,0.042,0.052141,0.238,0.328534,0.404548,0.021483,137.49,1.72509,0.750278
1.2657,1.26895,0.170191,3.19691,1.12525,2.21323,2.62633,3.26677,3.81411,4.08496,0.572231,137.49,1.72509,0.750278
1.06398,1.06488,0,0.486239,-1.04146,0.075489,0.178682,0.39453,0.703804,0.96361,0.150166,137.49,1.72509,0.750278
0.969274,0.968029,0.130388,2.98322,1.05076,2.03242,2.43589,3.05822,3.58459,3.83065,0.534718,137.49,1.72509,0.750278
0.220158,0.220619,0.029861,3.16892,1.11317,2.16619,2.59576,3.24525,3.79416,4.07536,0.594395,137.49,1.72509,0.750278
0.273894,0.271891,0,0.413716,-1.0787,0.109262,0.188723,0.41348,0.587869,0.694015,0.052061,137.49,1.72509,0.750278
0.479252,0.477685,0,0.118852,-2.46779,0.03,0.03,0.169999,0.169999,0.188255,0.007118,79.6357,0,0.232547
0.607347,0.609791,0,0.127056,-2.40587,0.03,0.03,0.169999,0.169999,0.228035,0.008421,79.6357,0,0.232547
0.210265,0.212258,0,0.15505,-2.22105,0.03,0.03,0.169999,0.22652,0.314165,0.013618,79.6357,0,0.232547
0.416307,0.416812,0,0.205878,-1.88099,0.042,0.042,0.238,0.30283,0.382315,0.019042,79.6357,0,0.232547
0.48822,0.48296,0,0.175275,-2.04803,0.042,0.042,0.238,0.242805,0.303579,0.01359,79.6357,0,0.232547
0.258834,0.265768,0,0.339365,-1.33626,0.072,0.095349,0.408,0.507939,0.593109,0.04375,79.6357,0,0.232547
0.324015,0.324174,0,0.268195,-1.5994,0.06,0.06,0.339999,0.388828,0.481438,0.029366,79.6357,0,0.232547
0.136599,0.136546,0,0.206207,-1.87925,0.042,0.042,0.238,0.302157,0.382694,0.019388,79.6357,0,0.232547
0.289548,0.294117,0,0.359824,-1.26627,0.072,0.115334,0.408,0.535937,0.625235,0.046418,79.6357,0,0.232547
0.32003,0.317798,0,0.321589,-1.38831,0.072,0.081336,0.408,0.4701,0.552205,0.037085,79.6357,0,0.232547
0.537312,0.535961,0,0.116232,-2.49233,0.03,0.03,0.169999,0.169999,0.177565,0.00683,63.9381,0,0.237027
0.425565,0.424369,0,0.116659,-2.48121,0.03,0.03,0.169999,0.169999,0.185913,0.006584,63.9381,0,0.237027
0.225797,0.227649,0,0.15545,-2.22894,0.03,0.03,0.169999,0.216681,0.310676,0.015364,63.9381,0,0.237027
0.367986,0.368159,0,0.185778,-1.9641,0.042,0.042,0.238,0.270061,0.336292,0.013742,63.9381,0,0.237027
0.2589,0.261447,0,0.16806,-2.10351,0.042,0.042,0.238,0.238,0.286538,0.013615,63.9381,0,0.237027
0.532248,0.53246,0,0.31464,-1.40166,0.072,0.086894,0.408,0.475781,0.544864,0.033971,63.9381,0,0.237027
0.37166,0.37166,0,0.255984,-1.6451,0.06,0.06,0.339999,0.371428,0.462386,0.026209,63.9381,0,0.237027
0.205676,0.205733,0,0.184155,-1.97508,0.042,0.042,0.238,0.260403,0.336628,0.013594,63.9381,0,0.237027
0.541767,0.539104,0,0.33513,-1.39723,0.072,0.072,0.408,0.468421,0.574668,0.057471,63.9381,0,0.237027
0.083864,0.083363,0,0.336564,-1.36837,0.072,0.078939,0.408,0.482026,0.581028,0.048462,63.9381,0,0.237027
0.555112,0.554353,0,0.142527,-2.3214,0.03,0.03,0.169999,0.181023,0.278185,0.013409,90.1321,0,0.278977
0.6625,0.664116,0,0.149736,-2.27786,0.03,0.03,0.169999,0.196524,0.29913,0.015176,90.1321,0,0.278977
0.127741,0.128929,0,0.174653,-2.1337,0.03,0.03,0.169999,0.262854,0.344707,0.021556,90.1321,0,0.278977
0.794748,0.795215,0,0.223291,-1.82005,0.042,0.042,0.238,0.325791,0.414578,0.026092,90.1321,0,0.278977
0.157204,0.156133,0,0.202462,-1.91263,0.042,0.042,0.238,0.287859,0.370143,0.020695,90.1321,0,0.278977
0.094038,0.094603,0,0.646183,-0.72425,0.107589,0.240115,0.548439,0.925656,1.24341,0.226249,90.1321,0,0.278977
0.653168,0.655855,0,0.313668,-1.39168,0.06,0.113774,0.339999,0.465671,0.537417,0.033108,90.1321,0,0.278977
0.830731,0.833379,0,0.193898,-1.90511,0.042,0.043836,0.238,0.285315,0.349477,0.01406,90.1321,0,0.278977
0.205488,0.204144,0,0.3366,-1.31069,0.072,0.118163,0.408,0.506814,0.56929,0.035607,90.1321,0,0.278977
